CIM10;;"SFMU
SFMU";REGROUPEMENTS CIM10 FEDORU;;
Y718;Appareils cardio-vasculaires, associés à des accidents : appareils divers, non classés ailleurs;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y72;Appareils oto-rhino-laryngologiques, associés à des accidents;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y720;Appareils oto-rhino-laryngologiques, associés à des accidents : pour diagnostic et monitorage;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y721;Appareils oto-rhino-laryngologiques, associés à des accidents : pour traitement (non chirurgical) et rééducation;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y722;Appareils oto-rhino-laryngologiques, associés à des accidents : prothèse et autres implants, matériel et accessoires;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y723;Appareils oto-rhino-laryngologiques, associés à des accidents : instruments, matériaux et appareils chirurgicaux (y compris les sutures);non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y728;Appareils oto-rhino-laryngologiques, associés à des accidents : appareils divers, non classés ailleurs;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y73;Appareils utilisés en gastro-entérologie et en urologie, associés à des accidents;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y730;Appareils utilisés en gastro-entérologie et en urologie, associés à des accidents : pour diagnostic et monitorage;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y731;Appareils utilisés en gastro-entérologie et en urologie, associés à des accidents : pour traitement (non chirurgical) et rééducation;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y732;Appareils utilisés en gastro-entérologie et en urologie, associés à des accidents : prothèse et autres implants, matériel et accessoires;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y733;Appareils utilisés en gastro-entérologie et en urologie, associés à des accidents : instruments, matériaux et appareils chirurgicaux (y compris les sutures);non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y738;Appareils utilisés en gastro-entérologie et en urologie, associés à des accidents : appareils divers, non classés ailleurs;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y74;Appareillage hospitalier et d'usage personnel, associé à des accidents;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y740;Appareillage hospitalier et d'usage personnel, associé à des accidents : pour diagnostic et monitorage;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y741;Appareillage hospitalier et d'usage personnel, associé à des accidents : pour traitement (non chirurgical) et rééducation;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y742;Appareillage hospitalier et d'usage personnel, associé à des accidents : prothèse et autres implants, matériel et accessoires;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y743;Appareillage hospitalier et d'usage personnel, associé à des accidents : instruments, matériaux et appareils chirurgicaux (y compris les sutures);non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y748;Appareillage hospitalier et d'usage personnel, associé à des accidents : appareils divers, non classés ailleurs;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y75;Appareils utilisés en neurologie, associés à des accidents;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y750;Appareils utilisés en neurologie, associés à des accidents : pour diagnostic et monitorage;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y751;Appareils utilisés en neurologie, associés à des accidents : pour traitement (non chirurgical) et rééducation;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y752;Appareils utilisés en neurologie, associés à des accidents : prothèse et autres implants, matériel et accessoires;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y753;Appareils utilisés en neurologie, associés à des accidents : instruments, matériaux et appareils chirurgicaux (y compris les sutures);non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y758;Appareils utilisés en neurologie, associés à des accidents : appareils divers, non classés ailleurs;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y76;Appareils utilisés en obstétrique et en gynécologie, associés à des accidents;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y760;Appareils utilisés en obstétrique et en gynécologie, associés à des accidents : pour diagnostic et monitorage;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y761;Appareils utilisés en obstétrique et en gynécologie, associés à des accidents : pour traitement (non chirurgical) et rééducation;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y762;Appareils utilisés en obstétrique et en gynécologie, associés à des accidents : prothèse et autres implants, matériel et accessoires;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y763;Appareils utilisés en obstétrique et en gynécologie, associés à des accidents : instruments, matériaux et appareils chirurgicaux (y compris les sutures);non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y768;Appareils utilisés en obstétrique et en gynécologie, associés à des accidents : appareils divers, non classés ailleurs;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y77;Appareils utilisés en ophtalmologie, associés à des accidents;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y770;Appareils utilisés en ophtalmologie, associés à des accidents : pour diagnostic et monitorage;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y771;Appareils utilisés en ophtalmologie, associés à des accidents : pour traitement (non chirurgical) et rééducation;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y772;Appareils utilisés en ophtalmologie, associés à des accidents : prothèse et autres implants, matériel et accessoires;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y773;Appareils utilisés en ophtalmologie, associés à des accidents : instruments, matériaux et appareils chirurgicaux (y compris les sutures);non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y778;Appareils utilisés en ophtalmologie, associés à des accidents : appareils divers, non classés ailleurs;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y78;Appareils utilisés en radiologie, associés à des accidents;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y780;Appareils utilisés en radiologie, associés à des accidents : pour diagnostic et monitorage;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y781;Appareils utilisés en radiologie, associés à des accidents : pour traitement (non chirurgical) et rééducation;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y782;Appareils utilisés en radiologie, associés à des accidents : prothèse et autres implants, matériel et accessoires;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y783;Appareils utilisés en radiologie, associés à des accidents : instruments, matériaux et appareils chirurgicaux (y compris les sutures);non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y788;Appareils utilisés en radiologie, associés à des accidents : appareils divers, non classés ailleurs;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y79;Appareils orthopédiques, associés à des accidents;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y790;Appareils orthopédiques, associés à des accidents : pour diagnostic et monitorage;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y791;Appareils orthopédiques, associés à des accidents : pour traitement (non chirurgical) et rééducation;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y792;Appareils orthopédiques, associés à des accidents : prothèse et autres implants, matériel et accessoires;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y793;Appareils orthopédiques, associés à des accidents : instruments, matériaux et appareils chirurgicaux (y compris les sutures);non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y798;Appareils orthopédiques, associés à des accidents : appareils divers, non classés ailleurs;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y80;Appareils de médecine physique, associés à des accidents;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y800;Appareils de médecine physique, associés à des accidents : appareil pour diagnostic et monitorage;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y801;Appareils de médecine physique, associés à des accidents : appareil pour traitement (non chirurgical) et rééducation;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y802;Appareils de médecine physique, associés à des accidents : prothèse et autres implants, matériel et accessoires;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y803;Appareils de médecine physique, associés à des accidents : instruments, matériaux et appareils chirurgicaux (y compris les sutures);non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y808;Appareils de médecine physique, associés à des accidents : appareils divers, non classés ailleurs;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y81;Appareils utilisés en chirurgie générale et esthétique, associés à des accidents;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y810;Appareils utilisés en chirurgie générale et esthétique, associés à des accidents : pour diagnostic et monitorage;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y811;Appareils utilisés en chirurgie générale et esthétique, associés à des accidents : pour traitement (non chirurgical) et rééducation;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y812;Appareils utilisés en chirurgie générale et esthétique, associés à des accidents : prothèse et autres implants, matériel et accessoires;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y813;Appareils utilisés en chirurgie générale et esthétique, associés à des accidents : instruments, matériaux et appareils chirurgicaux (y compris les sutures);non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y818;Appareils utilisés en chirurgie générale et esthétique, associés à des accidents : appareils divers, non classés ailleurs;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y82;Appareils associés à des accidents, autres et sans précision;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
Y820;Appareils associés à des accidents, autres et sans précision : pour diagnostic et monitorage;non;Autre recours;Iatrogénie et complication post chirurgicale SAI;-
