"CODE ","REGROUPEMENTS ORUMIPS",,,,,,,,,,,
"CIM10","Code Type Urgences","Libéllé Type Urgences","Code Discipline / Topographie","Libellé Discipline / Topographie","Code Type Pathologie","Libéllé Type de Pathologie",,,,,,
"S789","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S797","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_SP","Traumatismes autres et sans précision",,,,,,
"S800","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S801","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S807","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S808","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S810","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"S817","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"S818","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"S8200","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8201","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8210","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8211","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8220","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8221","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8230","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8231","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8240","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8241","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8250","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8251","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8260","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8261","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8270","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8271","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8280","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8281","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8290","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S8291","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S830","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_ELUX","Entorses et luxations de membre",,,,,,
"S831","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_ELUX","Entorses et luxations de membre",,,,,,
"S832","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S834","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_ELUX","Entorses et luxations de membre",,,,,,
"S835","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_ELUX","Entorses et luxations de membre",,,,,,
"S837","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_SP","Traumatismes autres et sans précision",,,,,,
"S840","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S841","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S849","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S850","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S851","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S852","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S859","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S860","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S869","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S870","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S878","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S889","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S897","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_SP","Traumatismes autres et sans précision",,,,,,
"S900","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S901","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S902","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S903","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S907","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S908","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"S910","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"S911","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"S912","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"S913","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"S917","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"S9200","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S9201","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S9210","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S9211","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S9220","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S9221","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S9230","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S9231","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S9240","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S9241","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S9250","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S9251","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S9270","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S9271","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S9290","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S9291","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_FRACT","Fractures de membre",,,,,,
"S930","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_ELUX","Entorses et luxations de membre",,,,,,
"S931","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_ELUX","Entorses et luxations de membre",,,,,,
"S932","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S933","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_ELUX","Entorses et luxations de membre",,,,,,
"S934","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_ELUX","Entorses et luxations de membre",,,,,,
"S935","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_ELUX","Entorses et luxations de membre",,,,,,
"S936","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","MB_ELUX","Entorses et luxations de membre",,,,,,
"S949","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S950","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S951","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S959","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S969","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S970","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S971","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S978","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S980","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S981","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S982","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S984","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
"S997","TRAUMA","Traumatologique","TRAU_MINF","Traumatologie du membre inférieur","TRAU_SP","Traumatismes autres et sans précision",,,,,,
"T009","TRAUMA","Traumatologique","TRAU_SP","Traumatologie autre et sans précision","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"T140","TRAUMA","Traumatologique","TRAU_SP","Traumatologie autre et sans précision","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"T150","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","TRAU_OPHT","Lésions de l'oeil ou de l'orbite",,,,,,
"T151","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","TRAU_OPHT","Lésions de l'oeil ou de l'orbite",,,,,,
"T16","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T171","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T172","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T173","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T174","TRAUMA","Traumatologique","TRAU_TRONC","Traumatologie thoraco-abdomino-pelvienne","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T175","TRAUMA","Traumatologique","TRAU_TRONC","Traumatologie thoraco-abdomino-pelvienne","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T178","TRAUMA","Traumatologique","TRAU_TRONC","Traumatologie thoraco-abdomino-pelvienne","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T179","TRAUMA","Traumatologique","TRAU_TRONC","Traumatologie thoraco-abdomino-pelvienne","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T180","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T181","TRAUMA","Traumatologique","TRAU_TRONC","Traumatologie thoraco-abdomino-pelvienne","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T182","TRAUMA","Traumatologique","TRAU_TRONC","Traumatologie thoraco-abdomino-pelvienne","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T183","TRAUMA","Traumatologique","TRAU_TRONC","Traumatologie thoraco-abdomino-pelvienne","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T184","TRAUMA","Traumatologique","TRAU_TRONC","Traumatologie thoraco-abdomino-pelvienne","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T185","TRAUMA","Traumatologique","TRAU_TRONC","Traumatologie thoraco-abdomino-pelvienne","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T189","TRAUMA","Traumatologique","TRAU_TRONC","Traumatologie thoraco-abdomino-pelvienne","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T190","TRAUMA","Traumatologique","TRAU_TRONC","Traumatologie thoraco-abdomino-pelvienne","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T191","TRAUMA","Traumatologique","TRAU_TRONC","Traumatologie thoraco-abdomino-pelvienne","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T192","TRAUMA","Traumatologique","TRAU_TRONC","Traumatologie thoraco-abdomino-pelvienne","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T193","TRAUMA","Traumatologique","TRAU_TRONC","Traumatologie thoraco-abdomino-pelvienne","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T199","TRAUMA","Traumatologique","TRAU_TRONC","Traumatologie thoraco-abdomino-pelvienne","PLAIES_CE","Plaies et corps étrangers cutanéo-muqueux",,,,,,
"T200","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"T201","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"T202","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","CONT_LS","Contusions et lésions superf cutanéo-muqueuses (hors plaies et CE)",,,,,,
"T203","TRAUMA","Traumatologique","TRAU_TETEC","Traumatologie de la tête et du cou","TRAU_PROF","Lésion prof des tissus (tendons"," vx"," nerfs","..) ou d'organes internes  (hors TC) ",,,
